PROPERTY_TYPE,CITY,LOCALITY_NAME,BEDROOM_NUM,FURNISH,MIN_AREA_SQFT,MAX_AREA_SQFT,PRICE_PER_UNIT_AREA,PRICE,AGE,TOTAL_FLOOR,FLOOR_NUM,BALCONY_NUM,FACING,PROP_ID,AMENITIES,FEATURES,IS_PREMIUM
Residential Apartment,Mumbai South West,Vile Parle West,4,0,2186,2186,37406,81769516,3,7,6,2,3,PROP02506,"46,47,45,24,25,41,26","28,8,9,17",False
Farm House,Mira Road And Beyond,Vasai,3,0,1260,1260,10804,13613040,2,11,6,2,8,PROP02507,"26,29,17,47,42,40,12","28,19,6",False
Serviced Apartments,Thane,Manpada,3,0,1026,1026,16564,16994664,1,18,6,2,6,PROP02508,"40,23,17","28,8,17",False
Residential Apartment,Mumbai Andheri-Dahisar,Malad West,5,0,2466,2466,13981,34477146,3,7,1,1,8,PROP02509,"46,1,47","9,28,20",True
Residential Apartment,Mumbai Beyond Thane,Kalyan,3,0,1310,1310,11532,15106920,2,6,1,2,6,PROP02510,"40,21,41,45,25,44","17,8",False
Residential Apartment,Navi Mumbai,Panvel,4,0,1527,1527,14739,22506453,20,4,1,1,5,PROP02511,"47,26,23","8,30,6",False
Residential Apartment,South Mumbai,Worli,3,0,888,888,72703,64560264,0,26,19,2,6,PROP02512,"1,32,47,44,42,45,12","6,19",True
Independent House/Villa,Mira Road And Beyond,Mira Road,3,0,1323,1323,14118,18678114,3,15,2,0,4,PROP02513,"32,42,47,44,1,40,25,26","8,6,17",True
Residential Apartment,Central Mumbai suburbs,Kanjurmarg,2,0,731,731,27056,19777936,2,8,1,1,6,PROP02514,"17,21,23","20,8",True
Studio Apartment,Mira Road And Beyond,Mira Road,1,0,482,482,14247,6867054,2,10,1,2,5,PROP02515,"24,23,17,29,19","30,9,6",False
Studio Apartment,Mumbai South West,Santacruz West,1,0,418,418,43518,18190524,5,13,13,2,8,PROP02516,"23,44,26,40,32,25,1","6,19",False
Independent House/Villa,Central Mumbai suburbs,Powai,2,0,937,937,21663,20298231,3,11,1,1,5,PROP02517,"46,26,21,44,17","6,20,1",False
Residential Land,Mira Road And Beyond,Naigaon,3,0,1330,1330,11152,14832160,3,11,5,2,3,PROP02518,"47,17,32,29,12,41,1","9,30",True
Residential Apartment,Mumbai Harbour,Reay Road,3,0,983,983,22100,21724300,20,27,24,1,7,PROP02519,"12,25,47,42,46","30,17,6",False
Residential Apartment,Thane,Thane West,3,1,1173,1173,12998,15246654,1,11,5,1,6,PROP02520,"1,32,45,17,25",19,True
Residential Apartment,South Mumbai,Matunga,1,2,529,529,60359,31929911,3,3,2,2,4,PROP02521,"23,24,29,45,41,1,42,25,47",1,False
Residential Apartment,South Mumbai,Fort,3,2,855,855,61318,52426890,5,15,9,2,2,PROP02522,"42,24,41,21,45","17,6",False
Residential Apartment,Mumbai South West,Santacruz West,4,0,2193,2193,23139,50743827,3,6,2,1,7,PROP02523,"1,25,29,21,44,26","19,30,17,28",True
Independent House/Villa,South Mumbai,Matunga,4,2,1634,1634,48880,79869920,1,21,4,2,2,PROP02524,"40,12,24,46,17,1,32","19,1",False
Studio Apartment,Thane,Manpada,1,2,536,536,10005,5362680,4,3,1,2,6,PROP02525,"29,44,42,17,40,21,24,12,25",19,True
Independent/Builder Floor,Mumbai Andheri-Dahisar,Kandivali West,1,0,368,368,22157,8153776,4,19,17,1,5,PROP02526,"40,23,19,1,26","28,20,30,17",True
Residential Apartment,Navi Mumbai,Vashi,1,0,303,303,14594,4421982,3,14,13,2,1,PROP02527,"47,19,21","17,28,6",False
Residential Apartment,Central Mumbai suburbs,Powai,1,1,554,554,16080,8908320,10,19,15,1,6,PROP02528,"46,1,24,12,45,29,42,23","28,8,17,6",True
Residential Apartment,Central Mumbai suburbs,Vikhroli,4,1,2063,2063,21532,44420516,3,7,1,0,1,PROP02529,"1,45,26,17,19,21,47,32,29","1,9",False
Residential Apartment,Mumbai South West,Vile Parle West,2,0,864,864,25541,22067424,0,2,2,1,2,PROP02530,"41,45,46,12,21,26,29","6,28,9,30",False
Residential Apartment,Mumbai South West,Vile Parle West,3,0,882,882,44982,39674124,5,7,3,1,1,PROP02531,"24,45,29,40","17,9,1,20",False
Independent House/Villa,Navi Mumbai,Kharghar,2,1,705,705,13050,9200250,10,27,25,1,3,PROP02532,"21,12,32,44,1,17,47","30,28",False
Residential Apartment,Mira Road And Beyond,Bhayander East,2,0,894,894,12857,11494158,10,20,8,2,1,PROP02533,"44,47,41,1,24,32","17,20",False
Independent House/Villa,Mumbai Andheri-Dahisar,Malad West,3,1,1360,1360,24898,33861280,4,17,9,2,6,PROP02534,"29,19,46","6,9",False
Residential Apartment,Mumbai South West,Juhu,3,0,874,874,41645,36397730,2,13,13,1,8,PROP02535,"46,1,45,26,12","8,1,19",False
Residential Apartment,Navi Mumbai,Belapur,2,2,645,645,16271,10494795,2,7,2,1,1,PROP02536,"41,12,42,32,17","30,20,6,28",True
Independent House/Villa,Mumbai South West,Bandra West,2,2,821,821,24603,20199063,15,3,2,2,3,PROP02537,"41,12,23",30,True
Residential Apartment,Thane,Majiwada,3,0,946,946,11672,11041712,2,9,5,2,7,PROP02538,"26,40,44,17,41,25,12,19","30,17,28,1",False
Residential Land,Mira Road And Beyond,Mira Road,3,2,1191,1191,13583,16177353,0,28,21,1,3,PROP02539,"46,41,25,40","30,9,19",False
Residential Apartment,South Mumbai,Worli,2,1,608,608,71834,43675072,5,7,7,1,7,PROP02540,"23,19,29,1,40,47,46,44",19,False
Residential Apartment,Mumbai South West,Santacruz West,2,0,766,766,32338,24770908,0,13,13,0,5,PROP02541,"40,26,24,41,46,19,45","9,20,6",False
Residential Land,Central Mumbai suburbs,Mulund West,2,0,913,913,19471,17777023,4,14,11,2,5,PROP02542,"1,29,19","1,19,6,20",False
Residential Land,Mira Road And Beyond,Bhayander East,3,1,1064,1064,12758,13574512,3,7,7,0,6,PROP02543,"32,42,41","1,8,28",False
Studio Apartment,South Mumbai,Matunga,1,1,476,476,71863,34206788,7,11,10,2,6,PROP02544,"23,46,21,40,19,47,24",30,False
Residential Apartment,Mumbai Andheri-Dahisar,Andheri East,2,1,616,616,22874,14090384,2,20,3,2,3,PROP02545,"21,29,44,40,42,24,45,23","30,8,20",False
Independent House/Villa,Central Mumbai suburbs,Mulund West,3,0,1044,1044,26615,27786060,20,25,17,2,3,PROP02546,"47,1,42,24,44,46,41,21",19,False
Residential Apartment,Mumbai Andheri-Dahisar,Jogeshwari West,2,0,744,744,13631,10141464,0,11,9,3,6,PROP02547,"25,29,24,32,46,42,17","6,8",True
Farm House,Mumbai Andheri-Dahisar,Borivali West,4,0,2000,2000,24480,48960000,20,17,3,0,6,PROP02548,"21,40,25,24,41,42","8,19,6,30",False
Residential Apartment,Central Mumbai suburbs,Kanjurmarg,4,2,1211,1211,21898,26518478,1,17,9,2,6,PROP02549,"12,21,23,17,25,40,32,41",1,False
Independent/Builder Floor,Mumbai Beyond Thane,Dombivli,3,0,956,956,10240,9789440,0,14,7,1,3,PROP02550,"45,24,29,12,26","6,28,9",False
Residential Apartment,Mumbai Andheri-Dahisar,Goregaon East,3,0,1302,1302,23385,30447270,0,15,2,2,1,PROP02551,"24,19,12,26,42,40,47","28,6,20,19",False
Residential Apartment,Mira Road And Beyond,Bhayander West,2,0,628,628,14458,9079624,0,9,9,1,6,PROP02552,"21,24,44,42","30,8,6",True
Farm House,Thane,Majiwada,4,0,1922,1922,19554,37582788,0,12,1,2,6,PROP02553,"23,47,40,44,19,41","17,1",False
Residential Apartment,South Mumbai,Matunga,3,2,1235,1235,67196,82987060,0,28,2,1,3,PROP02554,"29,25,44,21,45",30,False
Independent House/Villa,South Mumbai,Matunga,4,0,1599,1599,63765,101960235,2,15,9,1,5,PROP02555,"46,45,17,23,12,42,1,29",1,False
Residential Apartment,Mumbai South West,Santacruz West,1,0,320,320,41659,13330880,7,12,4,3,1,PROP02556,"25,29,24,21,40,26","28,19",True
Serviced Apartments,Mumbai Harbour,Reay Road,2,1,592,592,17382,10290144,0,5,3,2,8,PROP02557,"17,23,32,19,47,12,25,46,29","17,8,9",False
Residential Apartment,Mumbai Beyond Thane,Ambernath,3,1,1078,1078,9398,10131044,0,15,9,2,8,PROP02558,"23,29,24,21,46","19,28,8,20",True
Residential Apartment,Mira Road And Beyond,Naigaon,2,0,569,569,9492,5400948,0,21,18,1,4,PROP02559,"44,41,26,23,19,25","20,19,6,30",False
Residential Apartment,Thane,Majiwada,2,1,706,706,16312,11516272,3,17,11,1,5,PROP02560,"17,19,42","28,20,17",False
Residential Apartment,Mira Road And Beyond,Bhayander West,2,0,823,823,8812,7252276,4,10,9,1,5,PROP02561,"21,29,19,32,26,46,1,25","1,6",False
Serviced Apartments,Mira Road And Beyond,Vasai,3,0,988,988,9368,9255584,2,20,11,2,7,PROP02562,"24,46,23,29,19,47,26","20,6",False
Residential Apartment,Thane,Manpada,2,2,671,671,16438,11029898,2,3,3,2,6,PROP02563,"46,1,25,29,17,45,44,24,42","9,28,19,17",False
Residential Apartment,Mumbai Harbour,Cotton Green,3,1,1352,1352,19950,26972400,2,23,16,1,5,PROP02564,"19,47,29,24,1,23,26,12,17","9,8,20",True
Residential Apartment,Mumbai Andheri-Dahisar,Dahisar East,3,1,1065,1065,22644,24115860,0,11,8,1,7,PROP02565,"26,25,41,19","1,8",True
Residential Apartment,Mira Road And Beyond,Bhayander West,3,0,1216,1216,10691,13000256,20,27,3,2,8,PROP02566,"46,41,17,32,12,45","19,28,20,9",True
Residential Apartment,Central Mumbai suburbs,Kanjurmarg,5,0,3938,3938,25987,102336806,7,22,11,2,2,PROP02567,"23,41,29,45,19,26,17,40,24","20,17,9",False
Independent/Builder Floor,Mumbai Andheri-Dahisar,Andheri West,2,0,816,816,14002,11425632,3,15,15,1,4,PROP02568,"21,47,42,46,41,19","19,28,20,8",False
Independent House/Villa,Mumbai South West,Juhu,1,2,515,515,28410,14631150,2,26,14,1,8,PROP02569,"47,23,25","30,9,28",False
Residential Apartment,Mumbai Harbour,Wadala,2,0,737,737,25824,19032288,2,22,21,1,7,PROP02570,"29,44,40,41,17","9,6",False
Residential Apartment,Mumbai Andheri-Dahisar,Andheri West,2,0,551,551,22756,12538556,0,17,10,1,6,PROP02571,"45,12,25,41,24,29,17,21,26","6,9",False
Residential Apartment,Mira Road And Beyond,Bhayander East,3,0,1038,1038,12458,12931404,4,21,14,1,8,PROP02572,"47,26,32,1,29,25,23","19,28",False
Residential Apartment,Thane,Thane East,4,1,1480,1480,11451,16947480,5,9,3,2,3,PROP02573,"46,45,25,21,26,44,47","1,30,8",False
Independent House/Villa,Mumbai Andheri-Dahisar,Kandivali West,3,1,997,997,14253,14210241,10,2,1,2,3,PROP02574,"17,42,47,1,21",9,False
Residential Apartment,Thane,Manpada,3,0,1048,1048,14582,15281936,1,1,1,2,6,PROP02575,"41,21,25,26,19,1,40,47","8,9,30",False
Independent House/Villa,Navi Mumbai,Nerul,4,1,1502,1502,9227,13858954,0,18,15,2,7,PROP02576,"47,46,41",6,True
Residential Apartment,Mira Road And Beyond,Bhayander East,5,2,2844,2844,13226,37614744,4,25,24,2,4,PROP02577,"1,32,42,24",19,False
Independent House/Villa,Mira Road And Beyond,Mira Road,3,0,1318,1318,8456,11145008,0,10,3,2,6,PROP02578,"40,42,24,26,25,32,12",19,False
Residential Apartment,Mumbai Andheri-Dahisar,Dahisar East,3,0,940,940,17774,16707560,7,19,17,1,5,PROP02579,"42,40,1","20,19,8",False
Residential Apartment,Central Mumbai suburbs,Vikhroli,2,1,551,551,17094,9418794,1,27,20,1,4,PROP02580,"29,40,25,45,42","30,9,17",False
Residential Apartment,Mumbai Harbour,Cotton Green,4,1,1328,1328,22900,30411200,4,24,6,1,8,PROP02581,"40,21,46,24","19,30",True
Residential Apartment,Mumbai Andheri-Dahisar,Jogeshwari West,2,0,692,692,18038,12482296,0,14,2,1,4,PROP02582,"17,40,21,25",20,True
Residential Apartment,Central Mumbai suburbs,Bhandup West,1,2,345,345,16187,5584515,2,11,8,2,3,PROP02583,"25,17,40,45,23,21,26","20,1,8",True
Residential Apartment,Central Mumbai suburbs,Bhandup West,4,0,2046,2046,28326,57954996,2,4,2,2,7,PROP02584,"40,24,32,44,29",28,True
Residential Land,Central Mumbai suburbs,Mulund West,2,2,829,829,18889,15658981,1,2,1,2,1,PROP02585,"41,32,47,17,24,42,46",30,True
Serviced Apartments,South Mumbai,Worli,2,2,847,847,31786,26922742,1,3,1,3,8,PROP02586,"42,17,24,47,21","19,9,6,17",False
Residential Land,Mumbai Beyond Thane,Badlapur,4,0,1808,1808,10728,19396224,0,19,2,1,3,PROP02587,"17,25,23,40,12,46,1,24,42","17,1,30",True
Serviced Apartments,Thane,Thane East,2,1,882,882,12998,11464236,2,3,2,0,5,PROP02588,"44,12,23,40,1","17,8,28",True
Residential Apartment,Central Mumbai suburbs,Powai,3,1,920,920,16996,15636320,1,7,7,2,4,PROP02589,"47,45,46,19","19,6,28,9",False
Independent House/Villa,Mira Road And Beyond,Mira Road,4,0,1420,1420,9325,13241500,0,11,1,1,2,PROP02590,"41,25,42,45,17,19,47","6,9",False
Residential Apartment,Navi Mumbai,Panvel,1,2,420,420,14404,6049680,7,16,5,1,3,PROP02591,"40,29,32,42,25,47,41,17","1,30",True
Residential Apartment,Mumbai Andheri-Dahisar,Andheri East,4,1,1206,1206,19200,23155200,20,6,1,1,4,PROP02592,"44,26,23,47,17,12,41","28,9",False
Residential Land,Mumbai Harbour,Wadala,5,0,2487,2487,27642,68745654,0,10,8,2,2,PROP02593,"47,42,25,41,17,40,29","28,1,9,19",False
Residential Apartment,Mumbai Harbour,Sewri,3,0,1154,1154,21857,25222978,4,22,2,1,4,PROP02594,"46,32,29,25",19,True
Residential Apartment,Mumbai South West,Bandra West,2,0,619,619,26085,16146615,4,14,4,2,5,PROP02595,"24,21,17,46,42,12,26,45",30,False
Independent House/Villa,Mumbai Andheri-Dahisar,Andheri West,1,0,591,591,16886,9979626,10,21,20,2,3,PROP02596,"42,12,44,32,17,21,23,47,29",6,False
Residential Apartment,Mumbai Andheri-Dahisar,Goregaon East,5,0,3371,3371,22034,74276614,2,16,4,0,5,PROP02597,"47,44,40,21,29,46,45,32,23","6,30,19",False
Farm House,Mumbai Harbour,Reay Road,5,0,3449,3449,25122,86645778,4,9,5,2,2,PROP02598,"40,24,21,29,41,26,46,1,12",28,False
Residential Apartment,Mira Road And Beyond,Mira Road,3,2,1353,1353,13091,17712123,2,16,16,1,8,PROP02599,"40,19,46,29,42,47,41,17,12","8,6",False
Residential Apartment,Mumbai Beyond Thane,Badlapur,3,0,932,932,11416,10639712,4,11,10,0,5,PROP02600,"21,29,12,42,1,24,47,44","20,17,9",True
Residential Land,Central Mumbai suburbs,Kanjurmarg,5,0,2095,2095,21101,44206595,2,8,7,2,1,PROP02601,"26,25,32","8,6",True
Residential Apartment,Central Mumbai suburbs,Bhandup West,2,0,587,587,24612,14447244,3,23,11,1,4,PROP02602,"19,17,40,32,12,1","17,19,1,9",False
Studio Apartment,Mumbai South West,Bandra West,1,2,432,432,35412,15297984,5,19,4,1,5,PROP02603,"32,45,1,21,29",19,False
Farm House,Central Mumbai suburbs,Kanjurmarg,4,2,1883,1883,27563,51901129,0,14,5,1,1,PROP02604,"23,12,1,26","19,8,9,30",True
Residential Apartment,Central Mumbai suburbs,Powai,1,0,568,568,24123,13701864,20,7,3,0,2,PROP02605,"29,45,25,24,42,12,26,19","30,9,28,17",False
Residential Apartment,Mumbai Andheri-Dahisar,Jogeshwari West,2,0,889,889,20029,17805781,3,3,1,3,2,PROP02606,"46,45,25,29,1,40,17,26","20,1,30,6",False
Residential Apartment,Central Mumbai suburbs,Mulund West,2,0,879,879,26447,23246913,1,11,4,1,7,PROP02607,"42,19,24,47,23,45,41,17,32",8,False
Residential Apartment,Mumbai Harbour,Sewri,3,2,936,936,22325,20896200,1,15,4,1,7,PROP02608,"19,12,25","19,20",False
Farm House,Mumbai Andheri-Dahisar,Kandivali West,4,1,2086,2086,21338,44511068,0,27,11,1,2,PROP02609,"17,32,45,41,1,42,12,21,46","17,9",False
Residential Apartment,Mumbai South West,Juhu,1,0,364,364,39727,14460628,10,10,7,0,8,PROP02610,"46,21,47,41,1,40,25,26","8,30,20",False
Residential Apartment,Central Mumbai suburbs,Kanjurmarg,1,0,577,577,24162,13941474,0,3,1,2,3,PROP02611,"17,21,32,29,1,12","6,9,19,8",False
Residential Apartment,Thane,Thane East,2,0,761,761,11799,8979039,2,17,11,2,7,PROP02612,"12,25,47,45,24",8,False
Residential Apartment,Central Mumbai suburbs,Mulund West,2,0,882,882,17088,15071616,1,27,24,1,2,PROP02613,"24,29,42,12,45,40,26","8,1,9",False
Residential Apartment,Mumbai Andheri-Dahisar,Dahisar East,2,1,717,717,15517,11125689,5,11,5,1,2,PROP02614,"23,19,47,26,24,46,29",20,True
Residential Apartment,Central Mumbai suburbs,Bhandup West,4,2,1243,1243,29745,36973035,1,23,12,0,1,PROP02615,"23,41,24,40,26","8,19,17,28",True
Studio Apartment,Thane,Majiwada,1,2,471,471,13057,6149847,2,9,3,3,2,PROP02616,"12,46,44,40,47",19,False
Residential Apartment,Mumbai Andheri-Dahisar,Borivali West,2,0,838,838,14354,12028652,0,17,1,3,4,PROP02617,"21,46,17,32,42,12,45,29","8,20,28",False
Independent House/Villa,South Mumbai,Prabhadevi,2,0,914,914,70619,64545766,3,14,10,3,7,PROP02618,"46,1,42,29,32,41,24",17,False
Residential Apartment,Mumbai Andheri-Dahisar,Malad West,2,0,747,747,20173,15069231,2,26,6,1,5,PROP02619,"23,41,47,21,19,25,26,46,45","17,1,6",True
Residential Apartment,Mumbai South West,Santacruz West,3,2,1010,1010,21937,22156370,4,25,18,1,3,PROP02620,"1,19,42",6,False
Residential Apartment,Mira Road And Beyond,Bhayander West,2,2,601,601,10798,6489598,1,12,4,3,3,PROP02621,"12,44,17,29,19,40,1,21","1,6,28",False
Independent/Builder Floor,Mumbai Harbour,Cotton Green,3,1,1144,1144,19828,22683232,0,1,1,2,2,PROP02622,"23,21,19,25,44,24,45","8,30,19",False
Residential Apartment,Central Mumbai suburbs,Mulund West,2,1,651,651,18361,11953011,10,10,3,2,1,PROP02623,"45,1,40,41,12,29,44,42,46",17,False
Farm House,Mumbai South West,Vile Parle West,5,2,2100,2100,31250,65625000,0,20,6,1,4,PROP02624,"21,40,1,23,42,24,32,45","9,28,1",False
Independent House/Villa,South Mumbai,Parel,4,1,1563,1563,45006,70344378,4,2,2,1,6,PROP02625,"23,17,44,25,19,26,1","20,9,17,1",True
Residential Land,Mira Road And Beyond,Bhayander East,5,1,2659,2659,9642,25638078,20,7,4,2,2,PROP02626,"24,1,47,41,45","6,28,8,19",False
Residential Apartment,South Mumbai,Worli,1,2,425,425,50832,21603600,4,6,2,2,5,PROP02627,"19,23,21,1,40,26,41","19,30,28",True
Residential Apartment,Navi Mumbai,Vashi,2,1,786,786,10931,8591766,5,21,8,2,8,PROP02628,"23,46,32","6,8",False
Independent House/Villa,Navi Mumbai,Belapur,3,0,1338,1338,13444,17988072,1,28,4,1,7,PROP02629,"25,17,12,32,1","1,9",True
Residential Apartment,Navi Mumbai,Kharghar,4,0,2143,2143,9389,20120627,7,1,1,2,6,PROP02630,"40,19,44,46,29,41,24","19,20,30",False
Residential Apartment,Mumbai Andheri-Dahisar,Goregaon East,4,2,2075,2075,16307,33837025,15,19,2,1,6,PROP02631,"44,19,26,42,46","8,1",False
Independent House/Villa,Mumbai Andheri-Dahisar,Borivali West,3,0,1079,1079,19159,20672561,3,13,6,1,4,PROP02632,"41,26,47,29,23,40",9,True
Residential Apartment,South Mumbai,Fort,4,0,2111,2111,51607,108942377,2,25,8,1,8,PROP02633,"17,21,46,1,41,19,40,32","1,28",False
Residential Apartment,Central Mumbai suburbs,Vikhroli,3,0,1375,1375,20512,28204000,1,6,5,1,6,PROP02634,"47,25,1",19,False
Independent House/Villa,Mumbai Andheri-Dahisar,Andheri East,3,2,1331,1331,15637,20812847,2,2,1,3,2,PROP02635,"41,45,12,24,47,32,42,29","6,19,1",False
Independent House/Villa,Mumbai Andheri-Dahisar,Kandivali West,4,2,1629,1629,24636,40132044,3,13,11,1,5,PROP02636,"46,25,47","9,19",True
Independent House/Villa,Navi Mumbai,Belapur,4,2,1658,1658,16326,27068508,1,21,20,1,8,PROP02637,"17,44,40,47,29,32","28,9,30,1",True
Residential Apartment,South Mumbai,Dadar West,2,2,560,560,45564,25515840,15,12,9,3,8,PROP02638,"26,40,19,47,32,21,17,24","1,19,30,8",False
Residential Apartment,Thane,Thane East,3,0,1220,1220,14325,17476500,5,21,18,2,3,PROP02639,"21,25,12,40,45,19,1","28,1",False
Residential Apartment,Mira Road And Beyond,Naigaon,3,0,892,892,13336,11895712,4,7,4,3,8,PROP02640,"29,25,41","20,17,8,19",False
Residential Apartment,Central Mumbai suburbs,Bhandup West,1,0,627,627,15919,9981213,4,14,4,1,3,PROP02641,"32,46,25,26,29","8,9",True
Residential Apartment,Central Mumbai suburbs,Kanjurmarg,5,1,3141,3141,16564,52027524,3,22,3,0,8,PROP02642,"47,25,24,17","6,17,9",False
Residential Apartment,Thane,Thane East,1,1,509,509,10057,5119013,5,13,13,1,5,PROP02643,"12,29,1,24,19","28,8,19",False
Residential Apartment,Navi Mumbai,Airoli,5,1,1969,1969,12827,25256363,2,14,10,1,2,PROP02644,"12,24,44,40,42",28,False
Independent House/Villa,Mumbai Beyond Thane,Dombivli,4,0,1347,1347,6501,8756847,1,4,1,2,2,PROP02645,"26,29,1","20,6,8",True
Residential Apartment,Thane,Thane East,5,0,1973,1973,18619,36735287,3,25,25,1,7,PROP02646,"23,12,47,29,45,25,1,41",20,False
Residential Apartment,Mumbai Andheri-Dahisar,Andheri East,3,1,1061,1061,14556,15443916,3,23,6,0,7,PROP02647,"44,21,29,45","1,19,17,8",False
Residential Apartment,Navi Mumbai,Belapur,2,2,887,887,10662,9457194,2,1,1,2,4,PROP02648,"21,46,23,25,32",19,False
Residential Apartment,Mumbai Andheri-Dahisar,Borivali West,1,2,573,573,17079,9786267,7,2,1,1,8,PROP02649,"40,42,25,44",17,True
Farm House,Mumbai South West,Bandra West,4,1,1481,1481,44788,66331028,0,23,19,1,2,PROP02650,"29,19,41,47,44,21,45,25,23","8,1,9,19",True
Independent House/Villa,South Mumbai,Worli,4,2,1921,1921,83341,160098061,0,15,11,1,3,PROP02651,"47,12,46,23,21,17,24,44","30,8",True
Residential Apartment,Mumbai Beyond Thane,Kalyan,4,0,1264,1264,6161,7787504,2,6,2,1,1,PROP02652,"42,21,46,29,12,19,40,23,17","9,28",False
Residential Apartment,Mumbai Beyond Thane,Dombivli,4,0,1929,1929,7703,14859087,2,12,8,3,6,PROP02653,"44,46,17,21,40,24,25,1","6,17,1,20",False
Residential Apartment,Central Mumbai suburbs,Vikhroli,2,1,550,550,23013,12657150,0,13,2,1,4,PROP02654,"21,42,47,1,41,46",6,False
Residential Apartment,Mumbai Andheri-Dahisar,Borivali West,2,2,921,921,19455,17918055,4,16,6,1,3,PROP02655,"46,19,45,23,32,42,25","19,9,30",False
Residential Apartment,Mira Road And Beyond,Naigaon,1,2,394,394,12935,5096390,0,9,6,2,4,PROP02656,"26,44,45,19,46","6,19,1",False
Residential Apartment,Mumbai Andheri-Dahisar,Malad West,3,2,1321,1321,24579,32468859,5,24,7,1,5,PROP02657,"26,46,44,40,12,23,29","8,19,20",False
Residential Apartment,Mumbai Andheri-Dahisar,Goregaon East,4,2,1455,1455,14298,20803590,7,23,3,1,3,PROP02658,"25,32,21,19,44,29,1,23,45",17,False
Independent House/Villa,Mira Road And Beyond,Bhayander East,4,0,1338,1338,9478,12681564,0,16,13,1,5,PROP02659,"25,42,17,40,47,1,19","20,8,28",True
Residential Land,Mumbai South West,Santacruz West,3,0,1238,1238,29050,35963900,0,24,17,1,8,PROP02660,"23,24,1,29,44,32,17","28,1",True
Independent House/Villa,Mumbai Andheri-Dahisar,Borivali West,4,2,1710,1710,18036,30841560,3,27,1,2,7,PROP02661,"17,25,47,46,26,42,29,41,24","17,9",True
Residential Land,Mira Road And Beyond,Bhayander East,5,0,2272,2272,13030,29604160,5,26,1,1,7,PROP02662,"44,46,25,17,47,40","20,8,19",True
Residential Apartment,Mumbai South West,Juhu,4,0,1670,1670,38321,63996070,15,11,3,1,8,PROP02663,"12,46,41","20,1,30",False
Residential Apartment,Mumbai Beyond Thane,Kalyan,2,0,937,937,10871,10186127,2,26,22,2,1,PROP02664,"17,44,29,45,12,46,19,47,32","30,9,19",False
Independent House/Villa,Mumbai Andheri-Dahisar,Andheri East,3,2,1015,1015,17988,18257820,4,11,2,2,2,PROP02665,"24,47,19,23,45,1,12,29","6,28,20,19",False
Residential Apartment,Mumbai Andheri-Dahisar,Malad West,3,2,1302,1302,23903,31121706,0,18,8,1,7,PROP02666,"46,44,17,26,24,42,21","1,17,6,9",True
Independent House/Villa,Mumbai South West,Khar West,4,0,1451,1451,30892,44824292,3,4,4,3,6,PROP02667,"25,41,47,23,12,17,46,40,44","28,1,19",True
